"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FBgn0260429",117.578375308847,-1.32411356308783,0.339717822446542,-3.8976864785956,9.71160338713099e-05,0.00141548317200194
"FBgn0034127",27.1862271092739,-1.183745105135,0.436823690531464,-2.70989218486475,0.00673050823338458,0.0492227981212781
"FBgn0011260",291.770966286266,2.21188186634399,0.159861118486997,13.836271679307,1.53988870176325e-43,7.55179535682365e-41
"FBgn0034139",41.4900005602218,1.1662507306232,0.341015994511419,3.41992970826518,0.000626373185859193,0.00716135754077282
"FBgn0024315",135.272169891299,-2.36199974415479,0.21923639079116,-10.7737576578005,4.57922013370322e-27,9.08975196540089e-25
"FBgn0050463",65.1263856924455,2.43982354990146,0.315479568626503,7.73369749592239,1.04467101023953e-14,8.29468782130189e-13
"FBgn0265530",65.9327672325608,-1.32032880727161,0.327030254200481,-4.03732923884835,5.40631702439958e-05,0.00085099483901669
"FBgn0263336",184.061111319907,-1.06499757946401,0.228031648483695,-4.67039372186164,3.00622985106947e-06,6.68345020489765e-05
"FBgn0000079",236.371956657795,-1.30878696799498,0.198306814770994,-6.59980832986691,4.11689688520821e-11,1.865357028912e-09
"FBgn0000078",42.0428289009859,-1.23863133151712,0.360033620816583,-3.44032129196105,0.000581024000266002,0.00672777373641341
"FBgn0261362",8587.26143382725,1.49666614271809,0.1453848663504,10.2945112533989,7.45974326625804e-25,1.26922203287333e-22
"FBgn0034290",19.9090608869714,-1.77963941885685,0.523647704211447,-3.39854334229685,0.000677457277454189,0.00763238016504807
"FBgn0063498",486.542259299798,-1.37780434143109,0.151556844311034,-9.09100705873422,9.81259018269328e-20,1.16867949075877e-17
"FBgn0034389",171.159973649183,-2.00455808127317,0.229490801629373,-8.73480796197888,2.44070424382244e-18,2.6087373436856e-16
"FBgn0034391",97.3999301272041,1.53851927616117,0.249110401689074,6.17605393323343,6.57235436871983e-10,2.50199627269485e-08
"FBgn0264753",170.133027441364,-3.23786750189807,0.23140714794672,-13.9920807573479,1.74238539353993e-44,1.03759050185303e-41
"FBgn0034438",109.050281672723,1.8322832826507,0.23046925520632,7.95022868022207,1.86167541564768e-15,1.65114765321859e-13
"FBgn0003748",1602.95575229897,1.09496072290149,0.0980466993841202,11.1677468979526,5.86497210779083e-29,1.25375057596544e-26
"FBgn0034636",24.8062749801669,-2.48183750519574,0.539711432253952,-4.5984527228394,4.25640275365137e-06,9.19316833087863e-05
"FBgn0034718",716.370057189368,1.35388623732993,0.186801303214849,7.24773443241323,4.23800517146304e-13,2.73893403988274e-11
"FBgn0034736",330.519397561858,-3.51913752845099,0.187035580413389,-18.8153372779283,5.65474578355947e-79,5.23817951083725e-76
"FBgn0261596",24602.2907590074,-1.09740757570788,0.105618475867005,-10.3902992984838,2.74490390893313e-25,4.86899231676075e-23
"FBgn0040091",1618.73568610441,-1.56678164062734,0.119438063079969,-13.1179424734837,2.59895599116909e-39,1.14039453149351e-36
"FBgn0034804",60.17562836121,-1.50495489555004,0.331822697556311,-4.5354187842881,5.74892977908579e-06,0.000121646770477762
"FBgn0261584",263.550506526929,-2.10827299578631,0.205754229236205,-10.246559711616,1.2263081766003e-24,2.04474625366334e-22
"FBgn0034885",239.657751026754,1.56519896029431,0.179262618619993,8.73131817633585,2.51721440388577e-18,2.65645778293616e-16
"FBgn0034897",1342.11223779163,-1.9466157687642,0.140116148870822,-13.892872338069,6.99720187074719e-44,3.64597949977621e-41
"FBgn0035076",48.1905764238229,1.20349626953631,0.338364601106703,3.55680312183954,0.000375395274245949,0.00463654874279775
"FBgn0035085",928.391027943498,-2.58435865063573,0.121476333631866,-21.2745855375223,1.95230848801256e-100,2.71273264409346e-97
"FBgn0025836",128.492441369937,-1.31703528647606,0.234051506991117,-5.62711731023397,1.8324611226999e-08,5.9444468404471e-07
"FBgn0024984",175.329737340873,1.41277580258329,0.184184491569628,7.67043843128999,1.71409430692461e-14,1.33555179783463e-12
"FBgn0023549",266.523943780013,-1.53690741219827,0.189353361289854,-8.11661013952451,4.79385653847911e-16,4.34417195231525e-14
"FBgn0040391",27.6757485900321,-1.18581485169748,0.423094279994025,-2.80272012118487,0.0050673623103498,0.0394091414005469
"FBgn0040388",2191.41458235661,-1.00763297735445,0.137143992280297,-7.34726297959179,2.02306596016642e-13,1.37124397641524e-11
"FBgn0024977",41.5577258710059,1.11164342519593,0.344231470915316,3.22934861893962,0.00124072547835995,0.0125229156332772
"FBgn0250904",41.4953205558017,1.67789133189426,0.341147818069595,4.9183704043271,8.72676630429994e-07,2.13357919879615e-05
"FBgn0029848",20.6200498883901,1.42413369495996,0.467435049792243,3.04669856398858,0.00231369606323607,0.0211505307885955
"FBgn0029896",709.475254793355,-2.3966359787799,0.140789510677091,-17.022830516662,5.56158546421448e-65,4.21517618319601e-62
"FBgn0261284",76.3618908152322,2.29674182298715,0.278885748113081,8.23542199100069,1.7892580712887e-16,1.65744939337043e-14
